page_date,category,title,readings_text,body,prayer,image_path,reading_links_json
2026-04-11,进入命定,4月11日：隐秘的事属于神,申命记29-30章、路加福音21章、诗篇51篇,"生命中有些问题永远得不到答案。我们可能向神提问，但
祂自己并不总会做出解释。圣经教导我们，有些事将永远
是只有神才知道的奥秘。祂的智慧和作为高过我们，祂不
要求我们理解一切，只要我们信靠并交托。
神已经启示了够多能让我们忠心和顺服地活出生命的事。
通过祂的话语，祂也向我们显明祂是谁，如何与祂同行，
以及祂对我们生命的心意。与其追求祂隐藏的事，我们只
需要专注遵守祂的命令，并信靠祂的应许。
最终，隐秘的事属于神，而我们的顺服属于我们。这就足
够了。","天父，求祢帮助我信靠那些我无法理解的事，并顺服祢已
明示的事。教我安息在祢的智慧里，遵行祢的话语，将每
一个奥秘都交在祢手中。阿们。",/static/images/top_banner.jpg,"[{""text"": ""申命记 29章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/29.htm""}, {""text"": ""申命记 30章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/30.htm""}, {""text"": ""路加福音 21章"", ""url"": ""https://www.wordproject.org/bibles/gb/42/21.htm""}, {""text"": ""诗篇 51篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/51.htm""}]"
2026-04-12,进入命定,4月12日：超越我们自身,申命记31-32章、路加福音22:1-38、诗篇52篇,"最后的晚餐是耶稣在踏上十字架前与门徒的最后一次聚
会。坐在同一桌上的有忠心的、怀疑的、野心勃勃的、出
卖的和否认的门徒。正如那些门徒一样，今天的教会仍由
不完美、堕落的人组成。在那第一次圣餐中，耶稣向我们
展示了如何超越自我，成为更丰盛的人。
当野心勃勃的门徒忙着争论谁为最大时，拥有万有权柄的
耶稣谦卑地跪下，为他们洗脚。彼得因恐惧而否认耶稣，
但耶稣不仅恢复了他们，还赋予他们改变世界的能力。
耶稣在我们身上看到的潜力，比我们自己看到的更多。今
天，让我们回到耶稣的桌前，因为在基督里，我们能超越
自我。","主耶稣，感谢祢接纳像我这样不完美的人。帮助我用祢的
眼光看自己。赐我力量，让我成为更丰盛的人，为祢的荣
耀而活。阿们。
一年读经灵修:第二册 12",/static/images/top_banner.jpg,"[{""text"": ""申命记 31章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/31.htm""}, {""text"": ""申命记 32章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/32.htm""}, {""text"": ""路加福音 22章"", ""url"": ""https://www.wordproject.org/bibles/gb/42/22.htm""}, {""text"": ""诗篇 52篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/52.htm""}]"
2026-04-13,进入命定,4月13日：持守到底,申命记33-34章、路加福音22:39-71、箴言13:11-15,"“摩西死时一百二十岁，眼目未昏，精神未衰”。这是多么
奇异啊！在他生命的尽头，摩西并未衰弱或生病，他依然
身体强健，眼光清晰，直至神将他接去。
无论领导的重担多么沉重，神一直扶持摩西直到最后。虽
然他未能进入应许之地，但他以谦卑的仆人身份完成了使
命，也将属灵的权柄与责任传承下去。他的生命提醒我们，
当我们完全依靠神时，持守到底是可能的。主为你生命所
定的命定，并不受身体年龄的限制。
不要相信敌人的谎言，说你太老、太弱或太迟，神无法使
用你。凡与祂同行的人，祂都加力量与能力。今天就向祂
祈求新的异象和更新的力量吧！","主耶稣，求祢赐我力量，在生命的每一个季节都能完成使
命，有始有终。保持我眼目清明，心志坚定，脚步忠信，
每日依靠祢。帮助我行走在祢为我预备的命定中。阿们。",/static/images/top_banner.jpg,"[{""text"": ""申命记 33章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/33.htm""}, {""text"": ""申命记 34章"", ""url"": ""https://www.wordproject.org/bibles/gb/05/34.htm""}, {""text"": ""路加福音 22章"", ""url"": ""https://www.wordproject.org/bibles/gb/42/22.htm""}, {""text"": ""箴言 13章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/13.htm""}]"
2026-04-14,进入命定,4月14日：每一步都要有勇气,约书亚记1-2章、路加福音23:1-25、箴言13:16-20,"神告诉约书亚“要刚强壮胆”，因为他即将进入应许之地，
那里有巨人和陌生的战斗在等待。
在同一时刻，主也揭示了那份勇气的来源--持续默想神
的话语，并信靠祂永不离弃的同在。
我们也被呼召如此行。当我们以圣经充满心思时，恐惧就
会缩小，信心就会增长。当我们记得神在每一项使命中与
我们同在时，我们就能带着信心迈步前行。
勇气不同于鲁莽的冒险，它是在面对一切阻力与挑战时，
顺服并与神同行的胆量。当我们以信心行走时，要知道我
们的神不仅在我们前面行走，也在每一步中赐予力量。","天父，求祢今天用祢坚定的信实充满我的心。提醒我，祢
在每一项使命中都与我同在。帮助我即使在惧怕时也顺服
祢。愿祢的同在与话语赐我力量，使我刚强壮胆。阿们。
一年读经灵修:第二册 14",/static/images/top_banner.jpg,"[{""text"": ""约书亚记 1章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/1.htm""}, {""text"": ""约书亚记 2章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/2.htm""}, {""text"": ""路加福音 23章"", ""url"": ""https://www.wordproject.org/bibles/gb/42/23.htm""}, {""text"": ""箴言 13章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/13.htm""}]"
2026-04-15,进入命定,4月15日：唯独站在主这一边,约书亚记3-5章、路加福音23:26-56、,"箴言13:21-25
约书亚问那显现的天使:“你是支持我们，还是支持我们
的敌人？”那位作为耶和华军队元帅的天使回答说:“都不
是”。他既不偏向以色列，也不偏向敌人，而是完全站在
神的旨意上。
人类常倾向于分阵营。即使在信徒中，我们也常将自己划
分为“我的事工”与“你的事工”。然而，神并不关心我们的
派别。祂寻求的是我们完全忠于祂的旨意。我们不应担心
神是否站在我们一边，而应关注自己是否站在上帝一边。
真正的争战并不在人与人之间，而是在世界掌权者的属灵
势力中。愿我们像那天使一样，众所周知地只与神同行；
也愿我们像约书亚一样，始终保持顺服与交托的态度。","主耶稣，求祢使我的心完全与祢对齐。保守我，不盲目追
求自己的计划。教导我与祢同行，听从祢的声音，将全心
忠诚归给祢。今天引领我进入祢的旨意。阿们。",/static/images/top_banner.jpg,"[{""text"": ""约书亚记 3章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/3.htm""}, {""text"": ""约书亚记 4章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/4.htm""}, {""text"": ""约书亚记 5章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/5.htm""}, {""text"": ""路加福音 23章"", ""url"": ""https://www.wordproject.org/bibles/gb/42/23.htm""}]"
2026-04-16,成为祝福,4月16日：应许之地的祝福,约书亚记6-8章、路加福音24:1-35、箴言14:1-5,"当以色列进入应许之地时，那是进入神丰盛祝福的生动象
征。那地代表安息、丰盛和新的开始。同样的，当我们在
基督里领受救恩时，我们经历了赦免、自由，以及与神恢
复的关系。
应许之地也指向更伟大的事--永恒的天堂应许。正如以
色列跨越约旦河进入产业，我们终有一天也将从今生跨入
神同在的永恒喜乐中。
愿我们行在神应许的丰盛中，每一天都活出祂的祝福，使
我们也能引领他人进入永恒的应许之地。","主耶稣，感谢祢借着基督赐给我救恩与盼望。求祢帮助我
每天活在祢应许祝福的丰盛中。引导我，帮助我带领其他
人到祢面前。阿们。
一年读经灵修:第二册 16",/static/images/top_banner.jpg,"[{""text"": ""约书亚记 6章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/6.htm""}, {""text"": ""约书亚记 7章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/7.htm""}, {""text"": ""约书亚记 8章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/8.htm""}, {""text"": ""路加福音 24章"", ""url"": ""https://www.wordproject.org/bibles/gb/42/24.htm""}, {""text"": ""箴言 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-17,成为祝福,4月17日：去告诉全世界,约书亚记9-11章、路加福音24:36-53、箴言14:6-10,"耶稣复活之后出现在那些曾经辜负祂的门徒面前。彼得曾
否认祂，其余的门徒四散逃离，疑惑曾经充满整个大楼。
耶稣不仅没有定这些一再失败门徒的罪，反而赐下救赎与
赦免。
罪得赦免是赐给每一个人的，没有例外。没有人能凭自己
的功劳配得进入永生，救赎是赐给所有愿意回转向祂的人
--这包括那些觉得自己已经走得太远、无法回头的人。
上帝正呼唤我们离开通往毁灭的道路，回到祂的道路上。
无论你的过去如何，今天你都可以转向上帝。
正如门徒被差派出去宣告福音一样，我们也要向世界述说
上帝在我们生命中的奇妙恩典。你得救赎的故事，正是那
些迷失在黑暗中的人今天所需要听见的盼望。","主耶稣，感谢祢赎回我，赦免我的罪。我全然转向祢。赐
我能力，让我传扬从祢而来的盼望，把祢的光照进他人的
黑暗中。阿们。",/static/images/top_banner.jpg,"[{""text"": ""约书亚记 9章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/9.htm""}, {""text"": ""约书亚记 10章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/10.htm""}, {""text"": ""约书亚记 11章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/11.htm""}, {""text"": ""路加福音 24章"", ""url"": ""https://www.wordproject.org/bibles/gb/42/24.htm""}, {""text"": ""箴言 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-18,成为祝福,4月18日：正直的人必得昌盛,约书亚记12-13章、约翰福音1:1-18、箴言14:11-15,"“正直人的帐棚必得昌盛”。这句箴言帮助我们理解神对我
们的心意。祂希望我们在各方面都能兴盛。这里的“帐棚”
象征日常生活:我们的家庭、工作，以及与神的个人同行。
“正直”意味着以道德操守和诚实生活。过正直生活的信徒
会兴盛，因为他们扎根在真理中，蒙恩典浇灌，并因顺服
而得以维系。那么，我们如何才能活出这样的生活呢？
在一切处事为人上持守公正的心。愿意为恩典付出小小牺
牲。操练自制，不让快速得利的诱惑引发贪心。当跌倒时，
要及时悔改，回转向神。在一切所行的事上都要认定祂，
行耶和华眼中看为正的事。扎根在基督里，你就会经历主
在你所行的一切道路上使你兴盛。","主耶稣，求祢帮助我在生命的每个领域都行得正直。教我
以诚信、公正和自制行事。感谢祢的恩典扶持我。阿们。
一年读经灵修:第二册 18",/static/images/top_banner.jpg,"[{""text"": ""约书亚记 12章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/12.htm""}, {""text"": ""约书亚记 13章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/13.htm""}, {""text"": ""约翰福音 1章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/1.htm""}, {""text"": ""箴言 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-19,成为祝福,4月19日：性急易怒，判断失误,约书亚记14-15章、约翰福音1:19-51、箴言14:16-20,"性急易怒的人很少有意伤害他人，但我们常常在不经意间
造成伤害。在短短几秒钟内，我们说出无法收回的话。这
种愚昧并非因为缺乏智慧，而是缺乏自制。
愤怒是人类自然的情绪，但若不受约束，它会蒙蔽我们的
判断，控制我们的行为。愤怒带来的混乱常导致悔恨。我
们在愤怒中说出的话，可能深深伤害他人，甚至破坏关系。
不义的愤怒与我们在基督里的新生命格格不入。
能控制脾气的人既保护了人际关系，也荣耀了神。愿今天
我们追求一颗快快地听，慢慢地说，慢慢动怒的心。","主耶稣，求祢平息我的心，指引我对人对事的回应。教我
学会暂停、倾听，并将愤怒交托给祢。求祢用平安与耐心
的灵充满我。阿们。",/static/images/top_banner.jpg,"[{""text"": ""约书亚记 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/14.htm""}, {""text"": ""约书亚记 15章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/15.htm""}, {""text"": ""约翰福音 1章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/1.htm""}, {""text"": ""箴言 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-20,成为祝福,4月20日：共享生命的喜乐,约书亚记16-18章、约翰福音2:1-12、诗篇53-54篇,"看见耶稣出现在婚宴上，与新人一同欢庆他们的结合，是
一幅美丽的画面。这是圣经中唯一一次描绘主出现在完全
喜庆的场合。知道基督不仅在我们的患难中与我们同在，
也在我们的喜乐与庆祝中与我们同在，实在令人欣慰。
当酒用尽时，耶稣把水变成上好的酒，使宴席得以继续。
上帝喜悦祂子民之间的喜乐与团契。无论是家庭旅行、与
朋友的一顿简单聚餐，还是充满笑声的夜晚，祂都同在。
我们可以如何效法耶稣呢？我们可以“与喜乐的人同乐”，
在亲友得胜与蒙福时真心庆贺而不心生嫉妒；也可以在资
源不足时分享上帝所赐的祝福，去满足他人的需要。拥抱
每一个喜乐的时刻，因为生命本就值得庆贺！","主耶稣，感谢祢赐给我与人团契的喜乐。帮助我与欢呼的
人一同欢呼，珍视关系，并在每一个时刻彰显祢的大爱。
阿们。
一年读经灵修:第二册 20",/static/images/top_banner.jpg,"[{""text"": ""约书亚记 16章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/16.htm""}, {""text"": ""约书亚记 17章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/17.htm""}, {""text"": ""约书亚记 18章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/18.htm""}, {""text"": ""约翰福音 2章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/2.htm""}, {""text"": ""诗篇 53篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/53.htm""}, {""text"": ""诗篇 54篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/54.htm""}]"
2026-04-21,成为祝福,4月21日：寻找前行的力量,约书亚记19-20章、约翰福音2:13-25、诗篇55篇,"在诗篇 55 篇中，大卫将他深切的痛苦倾诉在主面前。他
面临敌人的攻击，心中充满恐惧。在这一切痛苦之中，他
宣告:“把你的重担卸给耶和华，他必扶持你”。
他明白只有神能带他渡过困境，所以他不断向主寻求帮助。
他在私下里所经历的，也成为众人的祝福。通过《诗篇》，
数以百万计的人在同一位拯救大卫的神里找到安慰、力量
与盼望。
无论你今天背负何种重担，都将它交在神的手中。主应许
祂必帮助你渡过难关。你所背负的重担，也能成为祝福他
人的基石。","天父，我将我所有的重担都交托给祢。将我的痛苦与恐惧
全都交在祢手中。坚固我的心，帮助我以信心前行。我单
单信靠祢。阿们。",/static/images/top_banner.jpg,"[{""text"": ""约书亚记 19章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/19.htm""}, {""text"": ""约书亚记 20章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/20.htm""}, {""text"": ""约翰福音 2章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/2.htm""}, {""text"": ""诗篇 55篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/55.htm""}]"
